Date,Close,High,Low,Open,Volume,Sentiment
2022-09-16,17530.849609375,17820.05078125,17497.25,17796.80078125,468500,1
2022-09-19,17622.25,17667.19921875,17429.69921875,17540.650390625,258300,1
2022-09-20,17816.25,17919.30078125,17744.400390625,17770.400390625,263100,-1
2022-09-21,17718.349609375,17838.69921875,17663.599609375,17766.349609375,245500,1
2022-09-22,17629.80078125,17722.75,17532.44921875,17609.650390625,284100,1
2022-09-23,17327.349609375,17642.150390625,17291.650390625,17593.849609375,390800,1
2022-09-26,17016.30078125,17196.400390625,16978.30078125,17156.30078125,492000,-1
2022-09-27,17007.400390625,17176.44921875,16942.349609375,17110.900390625,359900,1
2022-09-28,16858.599609375,17037.599609375,16820.400390625,16870.55078125,323900,-1
2022-09-29,16818.099609375,17026.05078125,16788.599609375,16993.599609375,340000,-1
2022-09-30,17094.349609375,17187.099609375,16747.69921875,16798.05078125,376100,1
2022-10-03,16887.349609375,17114.650390625,16855.55078125,17102.099609375,278400,-1
2022-10-04,17274.30078125,17287.30078125,17117.30078125,17147.44921875,226000,-1
2022-10-06,17331.80078125,17428.80078125,17315.650390625,17379.25,265500,1
2022-10-07,17314.650390625,17337.349609375,17216.94921875,17287.19921875,216300,1
2022-10-10,17241.0,17280.150390625,17064.69921875,17094.349609375,234000,-1
2022-10-11,16983.55078125,17261.80078125,16950.30078125,17256.05078125,282600,1
2022-10-12,17123.599609375,17142.349609375,16960.05078125,17025.55078125,256000,-1
